"Address","Name","Installer type","IEC type","Size","ReadOnly","Default value","Min","Max","Scale","Offset","Unit","Format","Installer accessLevel","Description","Note"
"8960","par2","","INT","","False","0","","","1","0","","","Always visible","","","",
